images,captions
46124,A man wearing dog tags and camo with a skateboard.
46125,A young man jumping off a staircase while riding a skate board.
46126,a man jumping down some steps with his skateboard
46127,A skateboarder doing a trick above some steps indoors.
46128,The man is practicing his moves on his skateboard.
46129,A man riding a skateboard over a stair case.
46130,A man is among a crowd and holding his ear to hear on a cellphone.
46131,A man listens on his cellphone with his free hand in his ear.
46132,Middle aged man talking on his phone in a crowd
46133,Man in white shirt holding up a cellphone in a crowd. 
46134,The man is trying to hear what is being said on his phone.
46135,The young man is riding his skateboard down the road. 
46136,black and white image of a boy on a skateboard
46137,A smiling person riding on a skateboard on a residential street.
46138,A guy skateboarding on a street during the day.
46139,A man riding a skateboard down the middle of a street.
46140,A man and a boy are pulling a horse and cart along a shore.
46141,A man and a boy lead a horse and a cart down the beach.  
46142,Two people lead a horse-drawn cart across a beach.
46143,PEOPLE ARE PULLING A HORSE DRAWN CARRIAGE 
46144,"Two people are guiding a pony, which is pulling a cart, along the beach. "
46145,Woman in red vest using item with photographer reflected in mirror.
46146,A red haired girl in a red vest is using a pink remote control.
46147,A woman is holding a cellphone while her picture is taken.
46148,A girl smiles as she holds a video controller.
46149,A woman in red vest playing a game with Nintendo Wii controller.
46150,A young child wearing a hat sitting on a skateboard.
46151,A little baby laying on top of a skateboard.
46152,A young child tries to balance on a skate board.
46153,A toddler in a hat sitting on a skateboard outside.
46154,A toddler is playing on a skateboard on concrete.
46155,A man holding a kite with a sea of people behind him. 
46156,A man holds up high a kite next to a bicycle
46157,The young man is hanging streamers in the crowd. 
46158,The man is getting ready to fly his kite outside. 
46159,a man in a suit holding onto a kite in the park 
46160,A man walking an animal across a beach.
46161,a person standing in the grass off the coast wit a body of water
46162,A shirtless man walks with a horse near the water.
46163,A woman out by a body of water walking her pony. 
46164,A person and a horse are walking along a coast line.
46165,A man is trying to hit a baseball with a bat.
46166,there is a older man swinging at a baseball
46167,A man wearing vintage clothing swinging a bat at a ball.
46168,A man swinging a bat at a baseball.
46169,A man on a field swinging a baseball bat at a ball.
46170,A man is staring at a camera with a toothbrush in his mouth. 
46171,a close up of a person with a tooth brush in his mouth
46172,A man brushing his teeth with a blue toothbrush.
46173,A man with a straw in his mouth and an obscure look.
46174,staring white man has toothbrush in his mouth
46175,A kid eating a chili cheese dog while wearing sunglasses.
46176,The little boy with sunglasses on top of his head is eating a hot dog.
46177,a little boy with sunglasses on his head eating a sandwich
46178,The boy with the sunglasses takes a bite out of his hoagie sandwich.
46179,A young boy with sunglasses on top of his head eating a sandwich.
46180,A little girl standing next to her father on a beach.
46181,an image of a family playing on the beach
46182,A man is flying a kite on the beach with a young child.
46183,an older person holding a kite with a young child reaching up
46184,Child in a bathing suit at the beach reaching for a kite help by an adult.
46185,a snow skier in full gear coming down a mountain
46186,Snow skier on powdered ski slope in alpine area.
46187,A skier coming over the crest of a hill while holding ski poles and wearing a helmet and goggles
46188,a person in a jacket skiing down a hill 
46189,The snow skier is racing down the snowy mountain.
46190,A person is coming down a hill in the snow on a snowboard.
46191,a person who's going down a snowy slope.
46192,A man riding skis down a snow covered slope.
46193,the snowboarder kicks up the powdered snow while going down a slope
46194,A person is riding a snowboard down a snowy hill.  
46195,A young woman sitting in an armchair looking at the screen of her laptop.
46196,A woman sitting in a chair with a computer on her lap.
46197,a woman is sitting on a coach with a laptop
46198,A girl sitting on a brown chair looking at a laptop
46199,A woman sits in her chair on her computer
46200,Man in red baseball uniform holding up aluminum bat. 
46201,A base ball player in red is holding a bat.
46202,a baseball player holding his bat ready to swing
46203,A baseball player wearing a helmet and holding a bat.
46204,A baseball player holding a bat on top of a field.
46205,A woman sitting next to her dog and a plush toy crab.
46206,A woman sitting with her dog and a toy.
46207,A girl is sitting with a stuffed dog and a poodle dog.
46208,A woman holding a dog and stuffed animal lobster.
46209,A woman with her dog posing in front of a building.
46210,A man trying to fly a kite in a field
46211,An older woman is flying her rainbow kite.
46212,A woman is in a grassy area of a waterside stop flying a kite.
46213,An older person is attempting to fly a kite.
46214,A man flies a kite in the grass in front of a lake.
46215,A beautiful woman holding an umbrella over her head.
46216,"A small part of a yard shows a fence, grass, and a woman standing cross-legged under a big umbrella with light playing over it, inside what looks like an assemblage of long metal struts going upwards.   "
46217,A woman is holding an umbrella in the middle of several streamers.
46218,A woman that is standing under an illuminated umbrella.
46219,A woman that is standing in the grass with an umbrella.
46220,A man holds a racket and goes to hit a ball.
46221,A man is hitting a tennis ball with a racket.
46222,"A man playing tennis, caught grimacing in mid-swing."
46223,A man is swinging at a tennis ball on the court.
46224,A tennis player hitting the ball with the racket.
46225,A woman is riding an orange sports motorcycle.
46226,Large woman on the back of on orange motorcycle. 
46227,A woman riding an orange motorcycle on a race track.
46228,A large woman is riding a motor bike.
46229,A smiling woman on a bright orange motorcycle.
46230,Baseball player holding a bat hitting a baseball pitch.
46231,A baseball player in a blue and white striped uniform holds his bat with his knees bent.
46232,A man with a baseball bat swinging as another sits behind him.
46233,A baseball player is in motion with his bat.
46234,A baseball player is swinging the bat with all of his body.
46235,A surfer with the head of his surfboard in the air and his arms outstretched as he is facing into the wave.
46236,An athlete is riding an ocean wave on a surf board.
46237,A man riding a wave on top of a surfboard.
46238,A man hitting a trick off of a wave in the middle of the ocean.
46239,A man riding the waves in the ocean on a surf board.
46240,A man holding a white surfboard standing in the ocean.
46241,A surfer in a wet suit carries his board out of the surf. 
46242,A surfer walks through sea foam with his board
46243,A man is wading in water carrying a surfboard.
46244,A man with a surf board standing in the surf.
46245,a kid holding a soccer balll next a big window 
46246,A young boy catches a soccer ball in his house
46247,a small child is playing with a ball
46248,a small child holding a soccer ball in a room
46249,Small boy with no shirt on holding up a soccer ball. 
46250,A young man is talking on his cell phone next to a bicycle.
46251,A man talks on a telephone near a car.
46252,A man talking on a phone walking down a street.
46253,"A man standing next to a car, talking on the phone."
46254,A kid riding a white horse past a blue barrel.
46255,A rider gallops on a white horse around barrels.
46256,A small child is learning to ride a white horse.
46257,A young girl rides around barrels in a horse paddock.
46258,A person riding a horse around a barrel.
46259,A girl wearing glasses holding a few chocolate covered donuts. 
46260,A woman holding doughnuts in a paper towel.
46261,A pretty young lady carrying two large donuts in a restaurant.
46262,A woman smiling and showing chocolate covered pastries.
46263,The smiling woman is holding a plate of frosted pastries.
46264,A young man in a bathing suit about to catch a Frisbee at the beach
46265,A man is bent over to catch a frisbee on the beach.
46266,A man standing on a beach tossing a white frisbee.
46267,A person playing with a frisbee on a beach.
46268,A man is catching a frisbee on the beach.
46269,A beautiful young lady sitting on a red couch holding a plate of food and a drink.
46270,A picture of a girl smiling at the camera holding a cup and food
46271,"A lady sitting on the red couch and enjoying a snack and drink, is posing for the camera. "
46272,A young lady is siting on her couch drinking and eating.
46273,The young woman is setting on a couch having a snack.
46274,Man with piercing riding a skate board through neighborhood
46275,A helmeted skater is traveling down a street.
46276,A man in a black shirt riding a skateboard down a hill.
46277,a person riding a skate board on a street
46278,A man riding a skateboard on the street.
46279,A man sitting in a yellow lawn chair on top of snow.
46280,a man is sitting down outside in the snow
46281,a man sitting in a chair with a cup  in his hand 
46282,A man resting on a chair on a snow covered area
46283,a man sitting  in a lawn chair in the snow 
46284,A woman sits in a chair by a desk with a computer on it.
46285,A woman looks at one computer screen while she also has her laptop open
46286,a girl is sitting in a chair looking at a computer screen
46287,a person sitting at a desk with a laptop
46288,A man is measuring some bottled water in a spoon. 
46289,A man in the outdoors pouring water from a bottle onto something.
46290,A man preparing to brush his teeth with a bottle of water.
46291,A man wearing glasses collecting samples in a container in a forest.
46292,a man that has a bottle of water in his hand
46293,A couple people are sitting on a bench looking out a window while another guy sits near by. 
46294,three people sitting on a bench on a bus or train 
46295,A man sitting on a bench is working while two girls look out a window behind them.
46296,A man studies in the corner of a ferry as girls look out the window
46297,A group of people sitting next to each other near a window.
46298,Man in blue striped shirt playing Nintendo Wii.
46299,A man with a remote control looking at a television.
46300,A man is playing Wii Bowling on a small television.
46301,The man with the Wii controller is smiling.
46302,A man with a blue and white striped shirt playing with a Wii in front of his TV set. 
46303,Man sitting on a couch eating something out of his hand. 
46304,A man is sitting on the couch eating.
46305,a person eating something while sitting on the couch 
46306,A person that is eating something in his mouth.
46307,A man sitting and eating inside his home.
46308,A couple is feeding each other food in their mouths while other people watch. 
46309,A couple feeding each other while other people are watching.
46310,A man and a woman feeding some cake to  each other.
46311,The man and woman are shoving food into each other's mouths.
46312,A couple feeding each other standing in a room.
46313,A person holding up a wine glass in a bar.
46314,A person holding up a wine glass with wine
46315,a hand showing a wine glass in a club
46316,A person is holding a glass of wine
46317,Someone holding a wine glass up at a wine tasting
46318,A baseball player swinging a bat over home plate.
46319,A young boy swings his bat as the baseball comes flying towards him.
46320,A young man is playing softball near a fence.
46321,A person on a field with a baseball bat.
46322,A boy in uniform swings a bat at a baseball.
46323,A man squats while rummaging through a refrigerator.
46324,A man looking at a bottle while squatting in front of an open refrigerator.
46325,a person crouching down in front of an open refrigerator
46326,"A man is squatting by an open refrigerator, examining a bottle."
46327,a man kneeling at the fridge looking at a bottle 
46328,A young boy sitting at a table eating a square slice of pizza.
46329,A little boy eating a square slice of pizza.
46330,A young boy is eating a slice of pizza
46331,A young boy takes a bite of cheese pizza in a restaurant.
46332,a young boy eating a large slice of pizza 
46333,An older man riding a bike in front of a red double decker bus.
46334,a person riding a bike near a public transit bus
46335,A man riding a bike down a street with a bus behind him.
46336,The cyclist is riding ahead of the bus.
46337,A man is riding a bicycle down a busy city street.
46338,A man is holding a hot dog wrapped in a napkin. 
46339,The man in sunglasses holds up his hot dog.
46340,a guy standing outside with a hotdog in his hand
46341,A guy posing with his hot dog  and bun.
46342,A guy about to eat a hot dog outside.
46343,A girl in jeans and a top is lying on a bed. 
46344,A person lays on a bed stretched out.
46345,A woman on a bed in a room.
46346,A woman laying on her side in a bed. 
46347,A sexy young woman laying on top of a bed.
46348,a lady sitting on a large bed giving the thumbs up sign.
46349,a woman is sitting on a bed smiling with her thumbs up
46350,A woman that is sitting on a bed.
46351,Woman sitting on ornate bed with red pillows and comforter giving approval.
46352,a woman sits on an ornate wooden bed with fancy bedding
46353,A man holding a tennis racquet with a ball by his feet
46354,a tennis player wit ha racket and a ball
46355,A male tennis player in black is moving toward a moving tennis ball.
46356,A tennis player is wearing a black top and shorts
46357,a guy coning off of the tennis court
46358,A woman sitting in stands holding a blue ball and wearing sportswear.
46359,A female soccer player sits in the bleachers holding her ball.
46360,A woman is sitting on bleachers with a blue ball.
46361,A woman sitting on the bleachers holding a ball 
46362,A young woman sitting on the bleachers with a ball
46363,A young child sitting on a foldable chair while holding a black opened umbrella overhead.
46364,Young girl sitting in an orange chair holding a black umbrella.
46365,CHILD SITTING IN A LAWN CHAIR HOLDING AN UMBRELLA
46366,A girl sitting in a fold out chair holding an umbrella.
46367,A little girl is sitting in a lawn chair while holding an umbrella over her.
46368,A woman smiling and talking on a cell phone.
46369,A woman standing with a cell phone to her head.
46370,A woman smiles as she talks on her phone.
46371,"The lady in the green shirt is talking on her cell phone,"
46372,A woman is talking on a cell phone and smiling.
46373,a close up of a baseball player swinging a bat
46374,A man is swinging a bat at a ball while people stare and film the action in the background. 
46375,A ball player is swinging at the ball.
46376,A baseball player swings at a pitched ball.
46377,The professional player is swinging his bat at the pitch.
46378,An older man milking a brown cow in a bar.
46379,A man gets milk from a cow's udders
46380,A man sits as he milks a cow by hand.
46381,A man wearing vintage clothing is milking a cow.
46382,A man sits on a stool and milks a cow. 
46383,A man is working on a hot air balloon.
46384,A man that is standing under a kite.
46385,A man in jeans stands under a cover with a colorful kite.
46386,A man is standing around some kites. 
46387,A man and woman are sitting on the benches
46388,A woman sitting on a bench by some ruins is eating from a plate.
46389,A woman sitting next to a woman standing in front of her.
46390,Two people sitting on a bench outside with a server talking to them.
46391,A woman sitting outside with a plate in her hand eating. 
46392,A woman in a wetsuit carrying a red and black kite.
46393,a person walking on a beach holding a large kite
46394,A person is walking down the beach holding a kite.
46395,A girl running down the beach in a wetsuit with a kite in her hands.
46396,The woman is on the beach getting ready to compete. 
46397,A man is sitting on a bench and using his cellphone while another man stands and uses his.
46398,Two guys near a wooden bench using their phones.
46399,An man sitting at a bench talking on the phone next to a standing man also on the phone.
46400,A black and white photo with two men on phones
46401,a person taking a selfie in a bedroom mirror 
46402,A person's reflection in a small mirror in a small sleeping area.
46403,A person is taking a picture of a bed with a towel swan.
46404,Someone takes their own picture in the mirror above a bed.
46405,The person is arranging furniture next to a package wrapped in plastic.
46406,A person vacuuming the floor in a living room area.
46407,A woman with a large crate in the room is using a vacuum to clean her floor.
46408,a woman cleaning the floors in the leaving room
46409,A child sits on a woman's lap while eating from a plate. 
46410,The lady is holding a baby eating dessert.
46411,A woman holds a small boy while he eats a piece of a cake.
46412,A woman holding a boy who's eating cake on a plate.
46413,the woman is holding the child while it eats something. 
46414,A family sitting on a park bench feeding pigeons on the ground.
46415,A man sitting on a bench with a  woman next to a  child.
46416,An elderly couple and a young boy feeding pigeons.
46417,"The man, woman, and child are feeding the ducks
"
46418,Two adults and child at park bench playing with pigeons.
46419,A skateboarder is descending a big slanted sculpture.
46420,A person jumping off a large ramp on a board
46421,a skateboarder doing a jump on a small pyramid 
46422,A boy riding a skate board in front of a red brick building. 
46423,A person is on his skateboard doing a trick in mid air in front of a building. 
46424,A person is walking through the snow on skis.
46425,A man cross country skiing along a snowy road
46426,A person snow skiing on a flat road.
46427,a person in grey and black is cross country skiing.
46428,A young person leisurely cross country skiing down a trail.
46429,A woman holding a hair dryer while wearing goggles.
46430,A woman in floral shirt holding a grey and black hair dryer.
46431,A woman wearing protective glasses holds a blow dryer in her hand. 
46432,A woman is holding a grey and black hair dryer.
46433,a person holding a hair dryer and a ball
46434,A man using a skateboard being watching by a few people.
46435,boy on a skateboard dropping into a bowl. 
46436,A man is performing a stunt on his skateboard
46437,Man on skateboard in air skating on ramp near people.
46438,a baseball player swinging a bat at a ball
46439,The boy is hitting the baseball on the field.
46440,The baseball batter is swinging at a pitch.
46441,A baseball player swinging a bat over a base.
46442,A baseball player at home plate swings at a pitch.
46443,a young baseball player swinging a baseball bat
46444,A boy in a green shirt swinging a baseball bat.
46445,A child is swinging a bat at a ball.
46446,a boy in a baseball uniform swinging a bat at a baseball field
46447,Three women stand in front of a rack with wooden barrels. 
46448,"Three woman that each have a bag are smiling as they stand next to a red hose, in front of several wooden casks that are stacked on wooden racks."
46449,Three women are smiling as they tour a wine-making business. 
46450,three people standing posing for a photo with barrells in the background
46451,Three ladies with bags standing near wine vats.
46452,A man with a chef outfit is talking on the phone.
46453,Man wearing white coat and cap with cel phone up to his ear.
46454,A chef in a uniform talking on a cell phone.
46455,A person that is walking with his cell phone.
46456,A man in a chef uniform talking on a cell phone.
46457,A boy doing tricks on a skateboard at a skateboard park.
46458,"A person on a skateboard, riding the edge of a box at a skateboard park."
46459,a man flying through the air while riding a skateboard.
46460,A man riding a skateboard is doing tricks.
46461,The boy is using this raised platform to practice his skateboarding skills.
46462,A man gets ready to launch a colorful kite on the beach.
46463,A man is flying a kite on a beach.
46464,a man at the beach trying to fly a kite
46465,A man holding onto a kite with one hand and spool on the other.
46466,a person getting ready to fly a kite on the beach
46467,bike rider crossing a road on a sunny day
46468,A woman riding a bike down a sidewalk next to parked cars.
46469,A woman is crossing the street on her bicycle.
46470,A person on a bicycle crossing the road with stop sign and cars.
46471,a female riding a bicycle a stop sign trees and grass
46472,Man in boxers on couch with two laptops
46473,A man is sitting on a couch in front of his laptop.
46474,A man without a shirt on sitting on a couch with a laptop computer in his lap and one sitting on the floor under his feet.
46475,Man in boxers and a furry hat does computer multitasking.
46476,A man sitting on a couch with a laptop on his lap and a laptop on the floor by his feet. 
46477,A woman in red raincoat with umbrella on a sidewalk.
46478,a woman walking down a road holding an umbrella 
46479,Woman with red plastic rain gear holding an umbrella
46480,The woman is walking in the rain with her coat and umbrella on. 
46481,a women walking in the rain with a umbrella
46482,a tennis player is poised to hit the ball
46483,A woman in a white dress playing a game of tennis.
46484,A woman is playing tennis on the tennis court. 
46485,A woman on a tennis court runs and swings her raquet.
46486,A woman with a racket runs on a court.
46487,A man with glasses on his head talks on the phone
46488,Man talks on cell phone with sunglasses atop his head.
46489,A man is having a conversation on his cell phone.
46490,A man is talking on his phone .
46491,A man in a suit and sunglasses is holding a cell phone.
46492,Man with large bunches of green fruit at outdoor marketplace.
46493,the person is leaning over the green bananas
46494,A man cutting hands of bananas from the tree branch
46495,A man who is tending to a large number of bananas. 
46496,Someone pulls a green banana from a pile of banana clusters.
46497,Cop on white motorcycle with a sidecar on a street.
46498,A police officer rides a motorcycle with a side car.
46499,A Washington D.C. police officer rides his motorcycle through the street.
46500,a police man riding a motorcycle with a passenger add on
46501,DC police officer riding his three wheel motorcycle.
46502,A man and woman standing with a remote.
46503,The people are playing the game as others look on.
46504,a couple of people that are playing the wii
46505,The man and woman are playing a video game together.
46506,a woman and a man are playing video games
46507,Man and woman look into open refrigerator that contains drinks
46508,a couple of people that are staring into a icebox
46509,two people at an open refrigerator in a kitchen
46510,A man and woman gaze into their lighted refrigerator 
46511,The man and the woman are looking at the food in the fridge.
46512,A woman wearing a tennis skirt holds a tennis ball and a raquet.
46513,The girl has a tennis racket and ball in her hand. 
46514,a person standing on a tennis court with a racket
46515,a tennis player with a racket and a ball
46516,A young Tennis player is holding her racket and ball. 
46517,Two skiers pose for a picture while on the ground.
46518,A couple of men laying and sitting on snow covered ground.
46519,Some people are laying on the snow in the middle of nowhere. 
46520,One skier laying and one sitting in the snow near a ski lodge.
46521,"Two people are sitting in the snow, with skis."
46522,A woman walks on the beach with a purple umbrella.
46523,A girl with a sun umbrella walking in an open area.
46524,Girl with pink umbrella walking on large bricked area
46525,A girl in a white dress holds a pink umbrella
46526,The woman is walking while holding her pink umbrella. 
46527,A man running to hit a tennis ball with a racket. 
46528,A man in white shirt and black shorts playing tennis.
46529,A man is playing tennis on a dirt court.
46530,"A man in a blue and white tennis shirt, dark shorts and white cap, playing tennis."
46531,Tennis player about to hit ball back over while being close to net
46532,A man riding skis down a snow covered ski slope.
46533,A downhill ski racer navigates around a pole.
46534,A speed skier is going around posts on his way downhill.
46535,A downhill skier leans into a turn at one of the gates in his run.
46536,A skiier turning as he goes down the hill in a slalom race.
46537,A young man is on a skateboard in the dark.
46538,"A man wearing a cap, on a skate board."
46539,A young man is riding a skateboard with orange wheels.
46540,The man is riding the skateboard down the road. 
46541,A man on a skateboard riding down the street.
46542,A man sitting in a chair eating food off of a white plate.
46543,A man is sitting at a table and eating.
46544,A black and white image of an older man eating. 
46545,A man sitting in a chair with his legs crossed.
46546,old man sitting and eating food at a cafe
46547,a person in a wheel chair swinging a tennis racket
46548,There is a lady in a wheelchair holding a tennis racket.
46549,Two people are in a wheelchair and only one of them is holding a racket.
46550,A woman in a wheelchair holding a tennis racquet.
46551,A girl sitting in a wheelchair is playing tennis.
46552,A man is poking at something in a pizza oven.
46553,A man placing baked goods into an oven.
46554,A man putting dough into an oven with a rack of pastries
46555,A man working in a restaurant removes food from the oven 
46556,A man putting something into a large brick oven
46557,A man standing in a park holding a pizza.
46558,a male in sunglasses is holding a pizza outdoors
46559,A man is holding a pizza alongside an outdoor food court.
46560,Man holding a dish with a camera around his neck.
46561,A man with a whole pizza in his hand. 
46562,A youngster is flying a kite on the beach. 
46563,A person flying a kite on the shore of a beach.
46564,Person running after red bag high in the air with clouds on beach
46565,a person in blue pants is flying a kite on the beach and clouds
46566,A boy flying a kite in the cloudy sky.
46567,A young woman sitting at a table talking on a phone.
46568,The woman is talking on the phone in the crowded room. 
46569,A blurry image of a woman talking on the phone
46570,A person holding a cellphone to her ear.
46571,An old picture of a woman talking on a phone.
46572,A young child is seen looking at a red fire hydrant.
46573,A child playing with an old fashioned fire hydrant
46574,The little boy wearing rubber boots is checking out the red fire hydrant. 
46575,A young child is examining a red fire hydrant.
46576,"A cute small child by a big red fire hydrant,"
46577,a woman holds on to and uses a cell phone 
46578,A young woman is holding up her cellular phone. 
46579,A woman with a towel and a bag takes a photo with her telephone
46580,A woman holding a smart phone while standing near a home.
46581,A woman taking a photo with her cell phone.
46582,A girl in the black and white photo is eating a frosted pastry.
46583,A very cute small girl eating some food.
46584,A kid eating a cake standing by a wall.
46585,A little girl eating a pastry of some sort
46586,A young girl looks at the camera while eating.
46587,A man on a bicycle riding next to a train
46588,A person is riding a bicycle but there is a train in the background.
46589,a red and white train and a man riding a bicycle
46590,a guy that is riding his bike next to a train
46591,A man riding a bike past a train traveling along tracks.
46592,A peson riding a bike down a long narrow road.
46593,A man is riding a bike down a road.
46594,A person riding a bicycle down a road with trees.
46595,A person rides a bike down the road.
46596,This is an image of a person riding a bicycle
46597,A man talking on a phone standing in front of a building.
46598,"The man is standing on the sidewalk, talking on his phone with a small umbrella. "
46599,A man leaning on a railing talking on a phone with an attached tiny umbrella.
46600,A man in white shirt on cellphone with a tiny umbrella extension.
46601,A man is holding a cellular phone against the rail. 
46602,A woman that is sitting down with a hotdog.
46603,The young woman is licking the long hotdog. 
46604,A woman is licking a hot dog with mustard and ketchup
46605,Blonde woman holding a large hotdog up to her face. 
46606,A person that is eating a very large hot dog. 
46607,A woman crouched down on a tennis court holding her racquet 
46608,a lady that is leaning down on a court
46609,A female tennis player crouching down on the court.
46610,The woman is playing a game of tennis on the court. 
46611,A woman kneeling down on the tennis court.
46612,A man riding a skateboard on top of a cement slab.
46613,A skateboarder is riding a rail in a skatepark.
46614,a man is doing a trick on a skateboard
46615,The skater is trying his trick on the stone.
46616,a man that is jumping a skateboard by some stairs
46617,This small child is holding pizza on a red plate
46618,Young boy carrying a red platter with a heart shaped pizza.
46619,A child holds a large plate of pizza. 
46620,"A young boy is smiling for the camera, while holding a big plate of pizza. "
46621,a child standing holding a plate of pizza
46622,A man riding a skateboard up the side of a ramp.
46623,A young man skateboards at a skate park.
46624,a man on a skate board does a trick in the air 
46625,a man is riding a skateboard at a skateboard park.
46626,A kid on a skateboard that is having fun riding his skateboard in the park. 
46627,A little girl cutting up food on a  cutting board.
46628,The little girl is cutting up the fruit at the table. 
46629,A little girl holds a knife next to a cutting board.
46630,A very young girl with a knife cutting something on a board.
46631,A child with a knife cuts a food item.
46632,a baseball player sitting on an upside down bucket while resting his arm on a baseball bat on a baseball field
46633,Man sitting on an up-side down bucket holding a baseball bat.
46634,The man is sitting down before he plays baseball.
46635,a baseball plater sitting on top of an empty sunflower seed container
46636,A baseball player is sitting on a bucket on the field. 
46637,a man standing on a tennis court holding a rackett
46638,A professional tennis player prepared to receive a serve.
46639,a man in blue is holding a tennis racket
46640,The man in the blue shirt stands poised with his tennis racket.
46641,A tennis player on the court watching the ball.
46642,a boy is posing on the sidewalk 
46643,A man in a suit holding his hat.
46644,A man stands on the sidewalk and holds his hat.
46645,A man outside the building holds his hat.
46646,A person wearing a suit and tie with a hat half-covering his face.
46647,A young man holding a baseball in front of a pitcher.
46648,A batter is practicing his swing shirtless on a dirt lot.
46649,A baseball player taking a swing at a ball
46650,A shirtless man with a baseball bat being pitched to.
46651,an image of a man about to swing at a ball
46652,An old woman sits on a bench and raises her hand
46653,A older woman is wearing two scarfs and waving.
46654,Woman in red jacket is sitting on a bench.
46655,A woman wraped up with her hand in the air.
46656,A person with a scarf on their head sitting on a bench next to flowers with their hand raised
46657,A happy woman with a parasol and kimono
46658,A woman in a kimono is holding an umbrella.
46659,asian woman with umbrella smiles at the camera
46660,A woman dressed in traditional Japanese clothing carrying a parasol
46661,An Asian woman dressed in a traditional Japanese kimono holding an umbrella.
46662,A baseball player pitching a ball on top of a field.
46663,A baseball player pitches the ball towards home plate.
46664,A man that is standing on a baseball field.
46665,there is a male baseball player about to throw the ball
46666,A man in a a baseball uniform is pitching a ball
46667,The unnatural looking stance of a professional baseball pitcher
46668,The pitcher in orange and white uniform throws the ball from the mound.
46669,Baseball game in progress with the picture about to throw a ball.
46670,A baseball player pitching a baseball on a pitches mound.
46671,A Texas baseball player is throwing the ball.
46672,a man standing by a fence while throwing a frisbee
46673,A man tossing a frisbee while standing on a grassy lot.
46674,a person in sport wear playing frisbee on a field
46675,A man with arms outstretched throwing a frisbee.
46676,A man throwing a Frisbee outside at night.
46677,a close up of a person messing with an analog clock
46678,The man is winding the hands of the clock.
46679,An older woman adjusts the hands of a clock.
46680,A woman standing in front of a clock with the face cover open.
46681,A man in striped shirt fixing a decorative clock.
46682,A man is looking at something in the room with him.
46683,Older man in glasses alone doing some type of work or craft.
46684,An old man standing over a sink wearing red suspenders.
46685,A man looking down at a kitchen counter with a laptop near by.
46686,A man standing over a kitchen counter behind an open computer screen.
46687,A young man riding a skateboard at a skate park.
46688,a person at a skate park wearing a green shirt 
46689,A man is riding a skateboard at a skateboard park.
46690,Man leaning forward while riding on a skateboard. 
46691,A man on a skateboard is riding throughout the skatepark. 
46692,A person is sitting on a short wall with his luggage.
46693,THEIR IS ONE PERSON HAVE A BGE AND SITTING ON THE CURB.
46694,A man with a suitcase sitting on the ledge outside. 
46695,A man sitting on a ledge next to a suitcase.
46696,The man is waiting on the side to board the bus.
46697,A young boy doing a trick on a skateboard
46698,A young boy becoming airborne while riding a skate board.
46699,A boy on a skateboard is doing tricks outside a garage.
46700,A boy performs a trick on a skateboard.
46701,A kid riding on a skate board outside
46702,a person standing on a surfboard riding a short little wave 
46703,A person on a surfboard on the water.
46704,A woman standing on her surfboard in the ocean.
46705,A person is riding a surfboard on a low wave. 
46706,A person riding a surfboard on a wave in the ocean.
46707,A man is skiing down a steep snowy hill.
46708,A skier going down a very steep snow covered hill.
46709,A skier in red going down a mountain side.
46710,A man begins his run by going down a very steep hill
46711,A man on some skis going down a snowy slope.
46712,an image of a man that is on floor playing with child
46713,A man playing with a child on the floor.
46714,"A person on the floor with a tie around his face, playing with a child."
46715,a man sitting in a chair watching another man pretend to be an elephant while playing with a child on the floor
46716,A young man with a blue tie is playing with a boy while a man in the background looks on. 
46717,A young girl with a top hat on is playing with an object. 
46718,A small child with colorful hair and a hat using a camera.
46719,A child with colorful braids and a hat is taking a picture.
46720,A young child wearing a hat with fake hair takes a picture.
46721,a little kid that has a phone in her hand
46722,A man sits on the floor and types on his laptop.
46723,A man is on the floor and is working on his computer.
46724,a man sitting on the floor using his laptop
46725,A boy sitting on the ground typing on his laptop computer.
46726,A young student is working on his laptop on the floor. 
46727,A person grabs a glazed doughnut that has been bitten from a saucer
46728,A hand holding a cronut with a bite taken out of it.
46729,a hand picking up a donut from a plate
46730,A person is holding a donut on a plate.
46731,A hand holding a doughnut with one bite taken out of it.
46732,Man in blue shirt feeding birds from cup.
46733,A man holding two small green birds in his right hand.
46734,Man with two parrots on his finger and one parrot on his shoulder.
46735,A man is holding two colorful birds and a cup.
46736,A man in a business suit is holding a smartphone in each hand.
46737,a person wearing a suit operating two cell phones
46738,A well dressed business man with two cellphones
46739,A man holding a smart phone while wearing a suit.
46740,An old man in suit holding his cellphone and looking at it. 
46741,A man with a camera has a smoke in his mouth.
46742,A man with a cigarette in his mouth holding a cell phone in his hand.
46743,The man looks at a cell phone with an unlit cigarette in his mouth.
46744,A man with a smoke is holding his flip phone. 
46745,there is a man taking a picture with his cigarette in his mouth 
46746,A young lady is at the table and smiling for the camera. 
46747,A beautiful young lady sitting on purple chair at a dinner table.
46748,A young woman seated at a table in an Asian restaurant.
46749,the woman is sitting at a table in a purple chair
46750,A young boy sitting on top of a skateboard near a skate park.
46751,A boy sitting on a skateboard on the ground.
46752,a kid is sitting on a skateboard outside
46753,A boy sitting on his board at a state park. 
46754,A kid is sitting on his skateboard watching another skateboarder do stunts. 
46755,a person is standing on a surfboard on a wave
46756,There is a surfer riding a medium sized wave.
46757,A man is surfing a wave in the ocean.
46758,A surfer is riding the waves in the ocean. 
